	H01	H02	H03	H04	H05	H06	H07	H08	date	rands	notes
15030	P0141	Consumer Price Index	12131003	Tissues	Price (Rand)	Monthly	10637	Pack Of 2 Ply 180 Tissues	2018-08-01 	23.08	
15109	P0141	Consumer Price Index	12131004	Sanitory Pads	Price (Rand)	Monthly	10740	Per Pack	2018-08-01 	20.76	
15188	P0141	Consumer Price Index	12131005	Tampons	Price (Rand)	Monthly	10529	For 16	2018-08-01 	28.57	
15267	P0141	Consumer Price Index	12131006	Bar Of Bath Soap	Price (Rand)	Monthly	10851	175 Gram	2018-08-01 	12.27	
15346	P0141	Consumer Price Index	12131007	Tooth Brush	Price (Rand)	Monthly	11015	Each	2018-08-01 	25.32	
15425	P0141	Consumer Price Index	12131008	Skin Lotion	Price (Rand)	Monthly	11034	400 Millilitre	2018-08-01 	29.19	
15504	P0141	Consumer Price Index	12131010	Toilet Paper	Price (Rand)	Monthly	10520	Pack Of 2 Ply 9 Rolls	2018-08-01 	55.24	
15583	P0141	Consumer Price Index	12131012	Tooth Paste	Price (Rand)	Monthly	11008	100 Millilitre	2018-08-01 	13.34	
15662	P0141	Consumer Price Index	12131013	Aerosol Deodorant	Price (Rand)	Monthly	11011	150 Millilitre	2018-08-01 	28.56	
15741	P0141	Consumer Price Index	12131014	Hair Relaxers	Price (Rand)	Monthly	11019	250 Millilitre	2018-08-01 	27.91	
15820	P0141	Consumer Price Index	12131015	Hair Colour	Price (Rand)	Monthly	10740	Per	2018-08-01 	75.78	
15899	P0141	Consumer Price Index	12131017	Bubble Bath	Price (Rand)	Monthly	10963	2 Litre	2018-08-01 	51.8	
15978	P0141	Consumer Price Index	12131018	Powder (Including Baby Powder)	Price (Rand)	Monthly	10855	200 Gram	2018-08-01 	29.62	
16057	P0141	Consumer Price Index	12131019	Wipes	Price (Rand)	Monthly	10722	For 40	2018-08-01 	..	
16136	P0141	Consumer Price Index	12131020	Make-up foundation	Price (Rand)	Monthly	10998	30 Millilitre	2018-08-01 	..	
16215	P0141	Consumer Price Index	12131021	Non-electrical shavers	Price (Rand)	Monthly	10531	For 5	2018-08-01 	..	
21	P0141	Consumer Price Index	1111001	Rice	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	18.11	
100	P0141	Consumer Price Index	1111001	Rice	Price (Rand)	monthly	10924	2 Kilogram	2018-09-01 	25.09	
179	P0141	Consumer Price Index	1112001	Loaf of white bread	Price (Rand)	monthly	10902	700 Gram	2018-09-01 	13.14	
258	P0141	Consumer Price Index	1112002	Loaf of brown bread	Price (Rand)	monthly	10902	700 Gram	2018-09-01 	11.66	
337	P0141	Consumer Price Index	1112003	Sweet biscuits	Price (Rand)	monthly	10855	200 Gram	2018-09-01 	15.88	
416	P0141	Consumer Price Index	1112004	Savoury biscuits	Price (Rand)	monthly	10855	200 Gram	2018-09-01 	20.93	
495	P0141	Consumer Price Index	1112005	Bread rolls	Price (Rand)	monthly	10558	For 6	2018-09-01 	11.77	
574	P0141	Consumer Price Index	1112301	Rusks	Price (Rand)	monthly	10895	500 Gram	2018-09-01 	33.49	
653	P0141	Consumer Price Index	1113001	Spaghetti	Price (Rand)	monthly	10895	500 Gram	2018-09-01 	12.27	
732	P0141	Consumer Price Index	1113002	Macaroni	Price (Rand)	monthly	10895	500 Gram	2018-09-01 	11.67	
811	P0141	Consumer Price Index	1113003	Pasta (excl spaghetti, macaroni)	Price (Rand)	monthly	10895	500 Gram	2018-09-01 	17.43	
890	P0141	Consumer Price Index	1113004	Instant noodles (e.g. 2 minute noodles)	Price (Rand)	monthly	10547	73 Gram	2018-09-01 	4.92	
969	P0141	Consumer Price Index	1116001	Cake flour	Price (Rand)	monthly	10926	2.5 Kilogram	2018-09-01 	25.55	
1048	P0141	Consumer Price Index	1116002	Bread flour	Price (Rand)	monthly	10926	2.5 Kilogram	2018-09-01 	29.71	
1127	P0141	Consumer Price Index	1116003	Maize meal	Price (Rand)	monthly	10926	2,5 Kilogram	2018-09-01 	..	
1206	P0141	Consumer Price Index	1116003	Maize meal	Price (Rand)	monthly	10931	5 Kilogram	2018-09-01 	..	
1285	P0141	Consumer Price Index	1116005	Cereals	Price (Rand)	monthly	10895	500 Gram	2018-09-01 	34.52	
1364	P0141	Consumer Price Index	1116008	Super maize	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	10	
1443	P0141	Consumer Price Index	1116008	Super maize	Price (Rand)	monthly	10926	2.5 Kilogram	2018-09-01 	20.99	
1522	P0141	Consumer Price Index	1116008	Super maize	Price (Rand)	monthly	10931	5 Kilogram	2018-09-01 	36.29	
1601	P0141	Consumer Price Index	1116009	Special maize	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	7.53	
1680	P0141	Consumer Price Index	1116009	Special maize	Price (Rand)	monthly	10926	2.5 Kilogram	2018-09-01 	17.5	
1759	P0141	Consumer Price Index	1116010	Hot cereals (porridge) incl instant porridge	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	19.07	
1838	P0141	Consumer Price Index	1116011	Ready-mix flour	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	25.4	
1917	P0141	Consumer Price Index	1116012	Samp	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	..	
1996	P0141	Consumer Price Index	1121001	Beef rump steak	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	124.39	
2075	P0141	Consumer Price Index	1121002	Beef brisket	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	85.97	
2154	P0141	Consumer Price Index	1121003	Beef chuck	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	86.75	
2233	P0141	Consumer Price Index	1121004	Beef T-bone	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	103.05	
2312	P0141	Consumer Price Index	1121005	Beef mince	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	84.12	
2391	P0141	Consumer Price Index	1121006	Beef fillet	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	188.57	
2470	P0141	Consumer Price Index	1121008	Beef Sirloin	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	134.9	
2549	P0141	Consumer Price Index	1121009	Stewing beef	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	76.03	
2628	P0141	Consumer Price Index	1121010	Beef offal	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	35.25	
2707	P0141	Consumer Price Index	1122001	Pork chops	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	74.72	
2786	P0141	Consumer Price Index	1122002	Pork ribs	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	73.12	
2865	P0141	Consumer Price Index	1122003	Pork fillet	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	96.98	
2944	P0141	Consumer Price Index	1123002	Mutton/Lamb rib chop	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	157.26	
3023	P0141	Consumer Price Index	1123003	Mutton/Lamb loin chop	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	161.3	
3102	P0141	Consumer Price Index	1123005	Mutton/Lamb leg	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	139.47	
3181	P0141	Consumer Price Index	1123006	Mutton/Lamb neck	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	121.38	
3260	P0141	Consumer Price Index	1123007	Mutton/Lamb ofal	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	48.8	
3339	P0141	Consumer Price Index	1123008	Stewing mutton/lamb	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	114.72	
3418	P0141	Consumer Price Index	1124001	Whole chicken - fresh	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	46.31	
3497	P0141	Consumer Price Index	1124002	Chicken portions - fresh	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	60.04	
3576	P0141	Consumer Price Index	1124005	IQF chicken portions	Price (Rand)	monthly	10924	2 Kilogram	2018-09-01 	64.75	
3655	P0141	Consumer Price Index	1124006	Chicken portions frozen - non IQF	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	47.14	
3734	P0141	Consumer Price Index	1124007	Chicken giblets (neck, gizzards, hearts, etc)	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	34.49	
3813	P0141	Consumer Price Index	1125004	Polony	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	29.86	
3892	P0141	Consumer Price Index	1125005	Ham	Price (Rand)	monthly	10895	500 Gram	2018-09-01 	35.62	
3971	P0141	Consumer Price Index	1125006	Biltong	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	278.35	
4050	P0141	Consumer Price Index	1125007	Bacon	Price (Rand)	monthly	10855	200 Gram	2018-09-01 	28.17	
4129	P0141	Consumer Price Index	1125009	Sausage	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	80.73	
4208	P0141	Consumer Price Index	1126002	Beef extract	Price (Rand)	monthly	10839	120 Gram	2018-09-01 	13.41	
4287	P0141	Consumer Price Index	1126005	Corned beef	Price (Rand)	monthly	10869	300 Gram	2018-09-01 	22.1	
4366	P0141	Consumer Price Index	1131001	Hake - frozen	Price (Rand)	monthly	10884	400 Gram	2018-09-01 	60.55	
4445	P0141	Consumer Price Index	1134001	Fish fingers - frozen	Price (Rand)	monthly	10884	400 Gram	2018-09-01 	41.05	
4524	P0141	Consumer Price Index	1134002	Tuna - tinned	Price (Rand)	monthly	10850	170 Gram	2018-09-01 	19.87	
4603	P0141	Consumer Price Index	1134003	Fish (excl tuna) - tinned	Price (Rand)	monthly	10884	400 Gram	2018-09-01 	18.38	
4682	P0141	Consumer Price Index	1141001	Full cream milk - fresh	Price (Rand)	monthly	10963	2 Litre	2018-09-01 	26.11	
4761	P0141	Consumer Price Index	1141002	Full cream milk - long life	Price (Rand)	monthly	10960	1 Litre	2018-09-01 	13.95	
4840	P0141	Consumer Price Index	1142001	Low fat milk - fresh	Price (Rand)	monthly	10963	2 Litre	2018-09-01 	26.76	
4919	P0141	Consumer Price Index	1142002	Low fat milk - long life	Price (Rand)	monthly	10960	1 Litre	2018-09-01 	13.84	
4998	P0141	Consumer Price Index	1143001	Powdered milk	Price (Rand)	monthly	10916	900 Gram	2018-09-01 	138.08	
5077	P0141	Consumer Price Index	1143002	Whiteners	Price (Rand)	monthly	10895	500 Gram	2018-09-01 	24.61	
5156	P0141	Consumer Price Index	1143003	Condensed milk	Price (Rand)	monthly	10881	385 Gram	2018-09-01 	23.22	
5235	P0141	Consumer Price Index	1144001	Plain yogurt	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	29.58	
5314	P0141	Consumer Price Index	1144002	Flavoured yogurt	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	29.46	
5393	P0141	Consumer Price Index	1145001	Cheddar cheese	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	99.53	
5472	P0141	Consumer Price Index	1145001	Cheddar cheese	Price (Rand)	monthly	10916	900 Gram	2018-09-01 	108.67	
5551	P0141	Consumer Price Index	1145002	Gouda cheese	Price (Rand)	monthly	10855	200 Gram	2018-09-01 	26.6	
5630	P0141	Consumer Price Index	1145002	Gouda cheese	Price (Rand)	monthly	10916	900 Gram	2018-09-01 	108.62	
5709	P0141	Consumer Price Index	1145003	Cheese spread	Price (Rand)	monthly	10863	250 Gram	2018-09-01 	34.62	
5788	P0141	Consumer Price Index	1145004	Feta cheese	Price (Rand)	monthly	10884	400 Gram	2018-09-01 	46.7	
5867	P0141	Consumer Price Index	1146001	Cream - fresh	Price (Rand)	monthly	11019	250 Millilitre	2018-09-01 	22.84	
5946	P0141	Consumer Price Index	1146002	Sour milk	Price (Rand)	monthly	10924	2 Kilogram	2018-09-01 	27.71	
6025	P0141	Consumer Price Index	1146003	Custard - prepared	Price (Rand)	monthly	10960	1 Litre	2018-09-01 	27.68	
6104	P0141	Consumer Price Index	1146004	Maize based food drink (e.g. mageu )	Price (Rand)	monthly	10960	1 Litre	2018-09-01 	14.11	
6183	P0141	Consumer Price Index	1146005	Flavoured milk	Price (Rand)	monthly	11022	300 Millilitre	2018-09-01 	11.49	
6262	P0141	Consumer Price Index	1147001	Eggs	Price (Rand)	monthly	10558	For 6	2018-09-01 	17.14	
6341	P0141	Consumer Price Index	1147001	Eggs	Price (Rand)	monthly	10563	For 18	2018-09-01 	44.55	
6420	P0141	Consumer Price Index	1152001	Margarine spread (in a tub)	Price (Rand)	monthly	10895	500 Gram	2018-09-01 	26.78	
6499	P0141	Consumer Price Index	1152002	Brick margarine	Price (Rand)	monthly	10895	500 Gram	2018-09-01 	22.12	
6578	P0141	Consumer Price Index	1152003	Peanut butter	Price (Rand)	monthly	10884	400 Gram	2018-09-01 	28.1	
6657	P0141	Consumer Price Index	1154001	Sunflower oil (incl canola oil)	Price (Rand)	monthly	11044	750 Millilitre	2018-09-01 	22.28	
6736	P0141	Consumer Price Index	1161001	Oranges	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	13.39	
6815	P0141	Consumer Price Index	1162001	Bananas	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	12.47	
6894	P0141	Consumer Price Index	1163001	Apples	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	19.16	
6973	P0141	Consumer Price Index	1164001	Pears	Price (Rand)	Monthly	10734	Per Kilogram	2018-09-01 	20.18	
7052	P0141	Consumer Price Index	1165004	Avocados	Price (Rand)	Monthly	11015	Each	2018-09-01 	7.25	
7131	P0141	Consumer Price Index	1167001	Paw paw	Price (Rand)	Monthly	11015	Each	2018-09-01 	15.35	
7210	P0141	Consumer Price Index	1167002	Pineapple	Price (Rand)	Monthly	11015	Each	2018-09-01 	10.74	
7289	P0141	Consumer Price Index	1168004	Peanuts	Price (Rand)	monthly	10845	150 Gram	2018-09-01 	16.74	
7368	P0141	Consumer Price Index	1171001	Lettuce	Price (Rand)	monthly	11015	Each	2018-09-01 	12.68	
7447	P0141	Consumer Price Index	1171002	Spinach/morogo	Price (Rand)	monthly	10735	Per Bunch	2018-09-01 	8.68	
7526	P0141	Consumer Price Index	1172001	Cabbage	Price (Rand)	monthly	11015	Each	2018-09-01 	13.99	
7605	P0141	Consumer Price Index	1172002	Cauliflower	Price (Rand)	monthly	11015	Each	2018-09-01 	18.81	
7684	P0141	Consumer Price Index	1172003	Broccoli	Price (Rand)	monthly	11015	Each	2018-09-01 	17.74	
7763	P0141	Consumer Price Index	1173001	Tomatoes	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	17.38	
7842	P0141	Consumer Price Index	1173002	Pumpkin	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	12.62	
7921	P0141	Consumer Price Index	1173003	Green/red/yellow pepper	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	37.84	
8000	P0141	Consumer Price Index	1173004	Vegetables  - frozen	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	34.91	
8079	P0141	Consumer Price Index	1173006	Cucumber	Price (Rand)	monthly	11015	Each	2018-09-01 	14.31	
8158	P0141	Consumer Price Index	1174001	Onions	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	15.14	
8237	P0141	Consumer Price Index	1174002	Carrots	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	11.03	
8316	P0141	Consumer Price Index	1174003	Beetroot	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	11.97	
8395	P0141	Consumer Price Index	1174005	Mushrooms	Price (Rand)	monthly	10863	250 Gram	2018-09-01 	21.16	
8474	P0141	Consumer Price Index	1175002	Beans - dried	Price (Rand)	monthly	10895	500 Gram	2018-09-01 	19.01	
8553	P0141	Consumer Price Index	1176002	Baked beans - tinned	Price (Rand)	monthly	10886	410 Gram	2018-09-01 	10.03	
8632	P0141	Consumer Price Index	1176005	Prepared salads	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	69.38	
8711	P0141	Consumer Price Index	1176006	Atchar	Price (Rand)	monthly	10884	400 Gram	2018-09-01 	27.13	
8790	P0141	Consumer Price Index	1176007	Mixed vegetables - tinned	Price (Rand)	monthly	10886	410 Gram	2018-09-01 	14.44	
8869	P0141	Consumer Price Index	1177001	Potatoes	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	11.64	
8948	P0141	Consumer Price Index	1178001	Sweet potatoes	Price (Rand)	monthly	10734	Per Kilogram	2018-09-01 	18.32	
9027	P0141	Consumer Price Index	1178002	Potato chips - frozen	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	30.68	
9106	P0141	Consumer Price Index	1178003	Potato crisps	Price (Rand)	monthly	10840	125 Gram	2018-09-01 	15.54	
9185	P0141	Consumer Price Index	1178004	Corn chips	Price (Rand)	monthly	10845	150 Gram	2018-09-01 	16.44	
9264	P0141	Consumer Price Index	1181001	White sugar	Price (Rand)	monthly	10926	2.5 Kilogram	2018-09-01 	37.45	
9343	P0141	Consumer Price Index	1181002	Brown sugar	Price (Rand)	monthly	10917	1 Kilogram	2018-09-01 	17.46	
9422	P0141	Consumer Price Index	1182001	Jam	Price (Rand)	monthly	10892	450 Gram	2018-09-01 	..	
9501	P0141	Consumer Price Index	1182001	Jam	Price (Rand)	monthly	10916	900 Gram	2018-09-01 	..	
9580	P0141	Consumer Price Index	1183001	Chocolate slab	Price (Rand)	monthly	10824	80 Gram	2018-09-01 	14.01	
9659	P0141	Consumer Price Index	1183002	Chocolate bar	Price (Rand)	monthly	11015	Each	2018-09-01 	9.03	
9738	P0141	Consumer Price Index	1184001	Sweets	Price (Rand)	monthly	10840	125 Gram	2018-09-01 	17.93	
9817	P0141	Consumer Price Index	1184002	Chewing gum	Price (Rand)	monthly	10746	For 10	2018-09-01 	11.43	
9896	P0141	Consumer Price Index	1185001	Ice cream	Price (Rand)	monthly	10699	1.8 Litre	2018-09-01 	54.06	
9975	P0141	Consumer Price Index	1185001	Ice cream	Price (Rand)	monthly	10963	2 Litre	2018-09-01 	52.32	
10054	P0141	Consumer Price Index	1191001	Vinegar	Price (Rand)	monthly	11044	750 Millilitre	2018-09-01 	12.72	
10133	P0141	Consumer Price Index	1191002	Chutney	Price (Rand)	monthly	10894	470 Gram	2018-09-01 	27.25	
10212	P0141	Consumer Price Index	1191004	Tomato sauce	Price (Rand)	monthly	10581	700 Millilitre	2018-09-01 	23.87	
10291	P0141	Consumer Price Index	1191005	Mayonnaise	Price (Rand)	monthly	10906	750 Gram	2018-09-01 	25.98	
10370	P0141	Consumer Price Index	1191006	Salad dressing	Price (Rand)	monthly	11026	340 Millilitre	2018-09-01 	27.02	
10449	P0141	Consumer Price Index	1192001	Salt	Price (Rand)	monthly	10895	500 Gram	2018-09-01 	9.99	
10528	P0141	Consumer Price Index	1192002	Spices (excl salt and curry powder)	Price (Rand)	monthly	11008	100 Millilitre	2018-09-01 	22.02	
10607	P0141	Consumer Price Index	1192003	Curry powder	Price (Rand)	monthly	10833	100 Gram	2018-09-01 	21.32	
10686	P0141	Consumer Price Index	1193001	Baby food - cereal	Price (Rand)	monthly	10863	250 Gram	2018-09-01 	27.12	
10765	P0141	Consumer Price Index	1193003	Baby food - milk formula	Price (Rand)	monthly	10916	900 Gram	2018-09-01 	141.63	
10844	P0141	Consumer Price Index	1193004	Instant yeast	Price (Rand)	monthly	10786	10 Gram	2018-09-01 	4.37	
10923	P0141	Consumer Price Index	1193005	Baking powder	Price (Rand)	monthly	10855	200 Gram	2018-09-01 	28.82	
11002	P0141	Consumer Price Index	1193006	Soup powder	Price (Rand)	monthly	10807	50 Gram	2018-09-01 	4.85	
11081	P0141	Consumer Price Index	1211001	Instant coffee	Price (Rand)	monthly	10863	250 Gram	2018-09-01 	36.06	
11160	P0141	Consumer Price Index	1211002	Ground coffee or coffee beans	Price (Rand)	monthly	10863	250 Gram	2018-09-01 	65.78	
11239	P0142	Consumer Price Index	1211003	Capuccino	Price (Rand)	monthly	11154	10 X 18 Gram	2018-09-01 	..	
11318	P0141	Consumer Price Index	1212001	Ceylon/black tea	Price (Rand)	monthly	10863	250 Gram	2018-09-01 	36.22	
11397	P0141	Consumer Price Index	1212002	Rooibos tea	Price (Rand)	monthly	10855	200 Gram	2018-09-01 	44.21	
11476	P0141	Consumer Price Index	1213001	Drinking chocolate (e.g.  milo, cocoa )	Price (Rand)	monthly	10895	500 Gram	2018-09-01 	56.45	
11555	P0141	Consumer Price Index	1221001	Mineral water - sparkling or still	Price (Rand)	monthly	11039	500 Millilitre	2018-09-01 	6.92	
11634	P0141	Consumer Price Index	1222001	Fizzy drinks - can	Price (Rand)	monthly	11022	300 Millilitre	2018-09-01 	9.78	
11713	P0141	Consumer Price Index	1222002	Fizzy drinks - bottle	Price (Rand)	monthly	10963	2 Litre	2018-09-01 	18.31	
11792	P0141	Consumer Price Index	1223001	Fruit juice	Price (Rand)	monthly	10960	1 Litre	2018-09-01 	20	
11871	P0141	Consumer Price Index	1223002	Fruit juice concentrates	Price (Rand)	monthly	10960	1 Litre	2018-09-01 	30.65	
11950	P0141	Consumer Price Index	1223003	Dairy mixture	Price (Rand)	monthly	10960	1 Litre	2018-09-01 	..	
12029	P0141	Consumer Price Index	2111001	Brandy	Price (Rand)	monthly	11044	750 Millilitre	2018-09-01 	160.6	
12108	P0141	Consumer Price Index	2111002	Whiskey	Price (Rand)	monthly	11044	750 Millilitre	2018-09-01 	184.9	
12187	P0141	Consumer Price Index	2111003	Liqueur	Price (Rand)	monthly	11044	750 Millilitre	2018-09-01 	152.55	
12266	P0141	Consumer Price Index	2111004	Vodka	Price (Rand)	monthly	11044	750 Millilitre	2018-09-01 	148.92	
12345	P0141	Consumer Price Index	2121001	Red wine	Price (Rand)	monthly	11044	750 Millilitre	2018-09-01 	62.43	
12424	P0141	Consumer Price Index	2121002	White wine	Price (Rand)	monthly	11044	750 Millilitre	2018-09-01 	52.56	
12503	P0141	Consumer Price Index	2122001	Spirit coolers or cider	Price (Rand)	monthly	11025	330 Millilitre	2018-09-01 	15.13	
12582	P0141	Consumer Price Index	2122002	Gin	Price (Rand)	monthly	11044	750 Millilitre	2018-09-01 	..	
12661	P0141	Consumer Price Index	2131004	Beer	Price (Rand)	monthly	11025	330 Millilitre	2018-09-01 	13.31	
12740	P0141	Consumer Price Index	2211001	Cigarettes	Price (Rand)	monthly	10527	For 20	2018-09-01 	37.37	
12819	P0141	Consumer Price Index	4531001	Paraffin	Price (Rand)	Monthly	11044	750 Millilitre	2018-09-01 	27.11	
